Date,Word,Count
2020-01-15,performance,51
2020-01-16,speech,224
2020-01-16,results,126
2020-01-16,study,104
2020-01-16,using,91
2020-01-16,used,81
2020-01-16,data,76
2020-01-16,also,59
2020-01-16,methods,58
2020-01-16,different,57
2020-01-16,abstract,56
2020-01-16,language,55
2020-01-16,paper,55
2020-01-16,however,55
2020-01-16,performance,52
2020-01-16,analysis,51
2020-01-17,speech,233
2020-01-17,results,133
2020-01-17,study,108
2020-01-17,using,95
2020-01-17,used,82
2020-01-17,data,80
2020-01-17,also,63
2020-01-17,different,59
2020-01-17,paper,59
2020-01-17,methods,58
2020-01-17,however,57
2020-01-17,based,57
2020-01-17,abstract,56
2020-01-17,language,56
2020-01-17,performance,56
2020-01-18,speech,234
2020-01-18,results,134
2020-01-18,study,108
2020-01-18,using,96
2020-01-18,used,82
2020-01-18,data,80
2020-01-18,also,64
2020-01-18,different,60
2020-01-18,paper,59
2020-01-18,methods,59
2020-01-18,based,58
2020-01-18,however,57
2020-01-18,language,57
2020-01-18,abstract,56
2020-01-18,performance,56
2020-01-19,speech,236
2020-01-19,results,135
2020-01-19,study,108
2020-01-19,using,96
2020-01-19,used,82
2020-01-19,data,80
2020-01-19,also,64
2020-01-19,different,60
2020-01-19,paper,59
2020-01-19,methods,59
2020-01-19,based,58
2020-01-19,language,58
2020-01-19,however,57
2020-01-19,abstract,56
2020-01-19,performance,56
2020-01-20,speech,247
2020-01-20,results,141
2020-01-20,study,111
2020-01-20,using,100
2020-01-20,used,85
2020-01-20,data,84
2020-01-20,also,68
2020-01-20,different,64
2020-01-20,paper,64
2020-01-20,language,64
2020-01-20,however,62
2020-01-20,methods,61
2020-01-20,based,61
2020-01-20,performance,59
2020-01-20,analysis,58
2020-01-21,speech,258
2020-01-21,results,149
2020-01-21,study,118
2020-01-21,using,106
2020-01-21,used,86
2020-01-21,data,86
2020-01-21,also,70
2020-01-21,language,68
2020-01-21,different,67
2020-01-21,paper,65
2020-01-21,however,64
2020-01-21,methods,63
2020-01-21,based,61
2020-01-21,analysis,61
2020-01-21,performance,60
2020-01-22,speech,268
2020-01-22,results,157
2020-01-22,study,123
2020-01-22,using,110
2020-01-22,used,89
2020-01-22,data,87
2020-01-22,different,74
2020-01-22,also,71
2020-01-22,language,71
2020-01-22,paper,67
2020-01-22,however,67
2020-01-22,methods,65
2020-01-22,based,64
2020-01-22,performance,63
2020-01-22,analysis,62
2020-01-23,speech,277
2020-01-23,results,163
2020-01-23,study,127
2020-01-23,using,117
2020-01-23,used,89
2020-01-23,data,88
2020-01-23,different,77
2020-01-23,also,75
2020-01-23,however,73
2020-01-23,language,71
2020-01-23,paper,69
2020-01-23,methods,69
2020-01-23,performance,69
2020-01-23,based,67
2020-01-23,analysis,63
2020-01-24,speech,287
2020-01-24,results,169
2020-01-24,study,130
2020-01-24,using,122
2020-01-24,used,93
2020-01-24,data,92
2020-01-24,different,78
2020-01-24,also,78
2020-01-24,however,75
2020-01-24,paper,73
2020-01-24,performance,73
2020-01-24,language,72
2020-01-24,methods,71
2020-01-24,based,70
2020-01-24,neural,65
2020-01-25,speech,293
2020-01-25,results,170
2020-01-25,study,130
2020-01-25,using,125
2020-01-25,used,94
2020-01-25,data,94
2020-01-25,also,79
2020-01-25,different,78
2020-01-25,paper,77
2020-01-25,however,76
2020-01-25,performance,75
2020-01-25,based,73
2020-01-25,language,72
2020-01-25,methods,71
2020-01-25,neural,69
2020-01-26,speech,296
2020-01-26,results,172
2020-01-26,study,131
2020-01-26,using,127
2020-01-26,used,95
2020-01-26,data,95
2020-01-26,also,80
2020-01-26,different,78
2020-01-26,paper,77
2020-01-26,however,76
2020-01-26,performance,76
2020-01-26,based,74
2020-01-26,language,74
2020-01-26,methods,71
2020-01-26,neural,71
2020-01-27,speech,308
2020-01-27,results,177
2020-01-27,study,136
2020-01-27,using,132
2020-01-27,used,100
2020-01-27,data,97
2020-01-27,also,83
2020-01-27,different,82
2020-01-27,paper,80
2020-01-27,based,80
2020-01-27,performance,79
2020-01-27,however,78
2020-01-27,language,77
2020-01-27,neural,73
2020-01-27,methods,72
2020-01-28,speech,317
2020-01-28,results,180
2020-01-28,study,139
2020-01-28,using,135
2020-01-28,used,104
2020-01-28,data,100
2020-01-28,also,85
2020-01-28,different,84
2020-01-28,paper,83
2020-01-28,based,82
2020-01-28,performance,82
2020-01-28,however,80
2020-01-28,language,79
2020-01-28,neural,77
2020-01-28,methods,73
2020-01-29,speech,327
2020-01-29,results,186
2020-01-29,study,140
2020-01-29,using,140
2020-01-29,used,106
2020-01-29,data,101
2020-01-29,also,87
2020-01-29,different,87
2020-01-29,paper,87
2020-01-29,performance,85
2020-01-29,based,84
2020-01-29,however,84
2020-01-29,language,83
2020-01-29,neural,78
2020-01-29,methods,73
2020-01-30,speech,339
2020-01-30,results,191
2020-01-30,using,146
2020-01-30,study,143
2020-01-30,used,109
2020-01-30,data,104
2020-01-30,paper,93
2020-01-30,also,90
2020-01-30,however,90
2020-01-30,performance,89
2020-01-30,based,89
2020-01-30,language,89
2020-01-30,different,88
2020-01-30,neural,82
2020-01-30,methods,77
2020-01-31,speech,356
2020-01-31,results,204
2020-01-31,using,156
2020-01-31,study,151
2020-01-31,used,117
2020-01-31,data,106
2020-01-31,also,100
2020-01-31,paper,99
2020-01-31,however,96
2020-01-31,performance,96
2020-01-31,language,95
2020-01-31,based,92
2020-01-31,different,90
2020-01-31,neural,85
2020-01-31,recognition,82
2020-02-01,speech,482
2020-02-01,results,262
2020-02-01,using,211
2020-02-01,study,196
2020-02-01,used,165
2020-02-01,data,154
2020-02-01,paper,139
2020-02-01,also,133
2020-02-01,language,132
2020-02-01,performance,128
2020-02-01,however,127
2020-02-01,based,127
2020-02-01,different,126
2020-02-01,neural,118
2020-02-01,recognition,114
2020-02-02,speech,484
2020-02-02,results,263
2020-02-02,using,211
2020-02-02,study,196
2020-02-02,used,165
2020-02-02,data,154
2020-02-02,paper,139
2020-02-02,also,133
2020-02-02,language,132
2020-02-02,performance,128
2020-02-02,however,127
2020-02-02,based,127
2020-02-02,different,126
2020-02-02,neural,119
2020-02-02,recognition,114
2020-02-03,speech,492
2020-02-03,results,267
2020-02-03,using,216
2020-02-03,study,199
2020-02-03,used,167
2020-02-03,data,156
2020-02-03,paper,140
2020-02-03,also,135
2020-02-03,language,134
2020-02-03,performance,130
2020-02-03,based,130
2020-02-03,however,128
2020-02-03,different,126
2020-02-03,neural,120
2020-02-03,recognition,116
2020-02-04,speech,498
2020-02-04,results,271
2020-02-04,using,219
2020-02-04,study,202
2020-02-04,used,172
2020-02-04,data,159
2020-02-04,paper,142
2020-02-04,also,138
2020-02-04,language,138
2020-02-04,performance,132
2020-02-04,based,132
2020-02-04,however,130
2020-02-04,different,126
2020-02-04,neural,122
2020-02-04,recognition,117
2020-02-05,speech,508
2020-02-05,results,277
2020-02-05,using,227
2020-02-05,study,207
2020-02-05,used,178
2020-02-05,data,160
2020-02-05,paper,145
2020-02-05,also,142
2020-02-05,language,141
2020-02-05,performance,139
2020-02-05,based,135
2020-02-05,however,134
2020-02-05,different,129
2020-02-05,neural,125
2020-02-05,proposed,120
2020-02-06,speech,521
2020-02-06,results,284
2020-02-06,using,235
2020-02-06,study,213
2020-02-06,used,182
2020-02-06,data,165
2020-02-06,paper,149
2020-02-06,language,146
2020-02-06,also,145
2020-02-06,performance,145
2020-02-06,based,138
2020-02-06,however,135
2020-02-06,different,131
2020-02-06,neural,129
2020-02-06,proposed,124
2020-02-07,speech,530
2020-02-07,results,290
2020-02-07,using,239
2020-02-07,study,216
2020-02-07,used,186
2020-02-07,data,168
2020-02-07,paper,150
2020-02-07,language,149
2020-02-07,also,148
2020-02-07,performance,148
2020-02-07,based,140
2020-02-07,however,138
2020-02-07,different,135
2020-02-07,neural,132
2020-02-07,recognition,128
2020-02-08,speech,531
2020-02-08,results,291
2020-02-08,using,239
2020-02-08,study,217
2020-02-08,used,186
2020-02-08,data,168
2020-02-08,paper,150
2020-02-08,language,149
2020-02-08,also,148
2020-02-08,performance,148
2020-02-08,based,141
2020-02-08,however,139
2020-02-08,different,135
2020-02-08,neural,133
2020-02-08,recognition,128
2020-02-09,speech,537
2020-02-09,results,295
2020-02-09,using,240
2020-02-09,study,222
2020-02-09,used,189
2020-02-09,data,170
2020-02-09,paper,151
2020-02-09,performance,150
2020-02-09,language,149
2020-02-09,also,149
2020-02-09,based,144
2020-02-09,however,139
2020-02-09,different,138
2020-02-09,neural,134
2020-02-09,recognition,128
2020-02-10,speech,548
2020-02-10,results,302
2020-02-10,using,247
2020-02-10,study,226
2020-02-10,used,192
2020-02-10,data,174
2020-02-10,language,154
2020-02-10,also,154
2020-02-10,paper,152
2020-02-10,performance,152
2020-02-10,based,149
2020-02-10,different,143
2020-02-10,however,142
2020-02-10,neural,137
2020-02-10,recognition,129
2020-02-11,speech,558
2020-02-11,results,311
2020-02-11,using,250
2020-02-11,study,233
2020-02-11,used,197
2020-02-11,data,175
2020-02-11,language,158
2020-02-11,also,155
2020-02-11,performance,155
2020-02-11,paper,153
2020-02-11,based,151
2020-02-11,different,146
2020-02-11,however,143
2020-02-11,neural,141
2020-02-11,recognition,132
2020-02-12,speech,565
2020-02-12,results,316
2020-02-12,using,255
2020-02-12,study,238
2020-02-12,used,200
2020-02-12,data,179
2020-02-12,language,159
2020-02-12,performance,157
2020-02-12,also,156
2020-02-12,paper,155
2020-02-12,based,153
2020-02-12,different,150
2020-02-12,however,144
2020-02-12,neural,141
2020-02-12,recognition,135
2020-02-13,speech,576
2020-02-13,results,322
2020-02-13,using,261
2020-02-13,study,243
2020-02-13,used,209
2020-02-13,data,183
2020-02-13,language,162
2020-02-13,performance,162
2020-02-13,also,159
2020-02-13,paper,158
2020-02-13,based,156
2020-02-13,different,152
2020-02-13,however,148
2020-02-13,neural,145
2020-02-13,recognition,137
2020-02-14,speech,597
2020-02-14,results,333
2020-02-14,using,270
2020-02-14,study,251
2020-02-14,used,217
2020-02-14,data,191
2020-02-14,performance,168
2020-02-14,language,166
2020-02-14,paper,166
2020-02-14,also,164
2020-02-14,based,161
2020-02-14,different,158
2020-02-14,neural,156
2020-02-14,however,155
2020-02-14,recognition,142
2020-02-15,speech,604
2020-02-15,results,334
2020-02-15,using,273
2020-02-15,study,255
2020-02-15,used,220
2020-02-15,data,193
2020-02-15,paper,172
2020-02-15,performance,169
2020-02-15,language,168
2020-02-15,also,166
2020-02-15,based,163
2020-02-15,different,159
2020-02-15,neural,157
2020-02-15,however,156
2020-02-15,recognition,146
2020-02-16,speech,608
2020-02-16,results,335
2020-02-16,using,273
2020-02-16,study,255
2020-02-16,used,220
2020-02-16,data,193
2020-02-16,paper,174
2020-02-16,performance,171
2020-02-16,language,169
2020-02-16,also,168
2020-02-16,based,165
2020-02-16,different,159
2020-02-16,however,158
2020-02-16,neural,157
2020-02-16,recognition,147
2020-02-17,speech,617
2020-02-17,results,339
2020-02-17,using,277
2020-02-17,study,257
2020-02-17,used,225
2020-02-17,data,195
2020-02-17,paper,178
2020-02-17,performance,172
2020-02-17,language,172
2020-02-17,also,171
2020-02-17,based,168
2020-02-17,different,161
2020-02-17,however,160
2020-02-17,neural,159
2020-02-17,recognition,151
2020-02-18,speech,628
2020-02-18,results,345
2020-02-18,using,279
2020-02-18,study,261
2020-02-18,used,228
2020-02-18,data,201
2020-02-18,paper,181
2020-02-18,also,178
2020-02-18,performance,175
2020-02-18,language,175
2020-02-18,based,173
2020-02-18,different,165
2020-02-18,however,164
2020-02-18,neural,162
2020-02-18,recognition,154
2020-02-19,speech,642
2020-02-19,results,352
2020-02-19,using,286
2020-02-19,study,269
2020-02-19,used,229
2020-02-19,data,202
2020-02-19,also,184
2020-02-19,language,184
2020-02-19,paper,183
2020-02-19,performance,179
2020-02-19,based,177
2020-02-19,however,169
2020-02-19,different,167
2020-02-19,neural,164
2020-02-19,recognition,157
2020-02-20,speech,657
2020-02-20,results,362
2020-02-20,using,290
2020-02-20,study,277
2020-02-20,used,232
2020-02-20,data,203
2020-02-20,paper,189
2020-02-20,also,188
2020-02-20,language,187
2020-02-20,performance,184
2020-02-20,based,182
2020-02-20,different,175
2020-02-20,however,173
2020-02-20,neural,168
2020-02-20,recognition,161
2020-02-21,speech,666
2020-02-21,results,370
2020-02-21,using,295
2020-02-21,study,281
2020-02-21,used,236
2020-02-21,data,204
2020-02-21,also,193
2020-02-21,paper,189
2020-02-21,language,189
2020-02-21,performance,187
2020-02-21,based,182
2020-02-21,different,176
2020-02-21,however,176
2020-02-21,neural,169
2020-02-21,recognition,163
2020-02-22,speech,670
2020-02-22,results,371
2020-02-22,using,297
2020-02-22,study,283
2020-02-22,used,236
2020-02-22,data,206
2020-02-22,also,195
2020-02-22,paper,191
2020-02-22,language,189
2020-02-22,performance,188
2020-02-22,based,185
2020-02-22,different,178
2020-02-22,however,177
2020-02-22,neural,170
2020-02-22,recognition,164
2020-02-23,speech,672
2020-02-23,results,372
2020-02-23,using,297
2020-02-23,study,283
2020-02-23,used,236
2020-02-23,data,206
2020-02-23,also,196
2020-02-23,paper,192
2020-02-23,language,189
2020-02-23,performance,189
2020-02-23,based,186
2020-02-23,different,179
2020-02-23,however,178
2020-02-23,neural,170
2020-02-23,recognition,165
2020-02-24,speech,682
2020-02-24,results,378
2020-02-24,using,300
2020-02-24,study,288
2020-02-24,used,239
2020-02-24,data,210
2020-02-24,also,198
2020-02-24,paper,193
2020-02-24,performance,192
2020-02-24,language,190
2020-02-24,based,190
2020-02-24,however,181
2020-02-24,different,180
2020-02-24,neural,175
2020-02-24,recognition,168
2020-02-25,speech,698
2020-02-25,results,384
2020-02-25,using,308
2020-02-25,study,296
2020-02-25,used,243
2020-02-25,data,216
2020-02-25,also,204
2020-02-25,paper,196
2020-02-25,performance,195
2020-02-25,language,195
2020-02-25,based,194
2020-02-25,however,186
2020-02-25,different,183
2020-02-25,neural,180
2020-02-25,model,174
2020-02-26,speech,707
2020-02-26,results,391
2020-02-26,using,309
2020-02-26,study,302
2020-02-26,used,244
2020-02-26,data,216
2020-02-26,also,206
2020-02-26,based,199
2020-02-26,paper,198
2020-02-26,performance,198
2020-02-26,language,198
2020-02-26,however,190
2020-02-26,different,187
2020-02-26,neural,180
2020-02-26,model,177
2020-02-27,speech,720
2020-02-27,results,397
2020-02-27,using,315
2020-02-27,study,308
2020-02-27,used,251
2020-02-27,data,220
2020-02-27,also,212
2020-02-27,language,206
2020-02-27,performance,201
2020-02-27,based,199
2020-02-27,paper,199
2020-02-27,however,192
2020-02-27,different,188
2020-02-27,neural,183
2020-02-27,model,181
2020-02-28,speech,731
2020-02-28,results,400
2020-02-28,using,316
2020-02-28,study,310
2020-02-28,used,253
2020-02-28,data,224
2020-02-28,also,212
2020-02-28,language,207
2020-02-28,performance,202
2020-02-28,based,201
2020-02-28,paper,199
2020-02-28,however,193
2020-02-28,different,192
2020-02-28,neural,187
2020-02-28,model,183
2020-02-29,speech,735
2020-02-29,results,404
2020-02-29,using,319
2020-02-29,study,314
2020-02-29,used,254
2020-02-29,data,227
2020-02-29,also,212
2020-02-29,language,208
2020-02-29,performance,202
2020-02-29,based,202
2020-02-29,paper,202
2020-02-29,however,193
2020-02-29,different,193
2020-02-29,neural,190
2020-02-29,model,185
2020-03-01,speech,861
2020-03-01,results,456
2020-03-01,study,371
2020-03-01,using,368
2020-03-01,used,293
2020-03-01,data,260
2020-03-01,also,247
2020-03-01,language,242
2020-03-01,however,233
2020-03-01,paper,232
2020-03-01,based,231
2020-03-01,performance,227
2020-03-01,different,227
2020-03-01,recognition,220
2020-03-01,neural,214
2020-03-02,speech,872
2020-03-02,results,465
2020-03-02,study,376
2020-03-02,using,374
2020-03-02,used,295
2020-03-02,data,265
2020-03-02,also,252
2020-03-02,language,246
2020-03-02,paper,237
2020-03-02,based,236
2020-03-02,performance,235
2020-03-02,however,234
2020-03-02,different,234
2020-03-02,recognition,224
2020-03-02,model,215
2020-03-03,speech,894
2020-03-03,results,473
2020-03-03,study,388
2020-03-03,using,384
2020-03-03,used,305
2020-03-03,data,274
2020-03-03,also,257
2020-03-03,language,252
2020-03-03,different,241
2020-03-03,paper,240
2020-03-03,based,239
2020-03-03,performance,239
2020-03-03,however,239
2020-03-03,recognition,228
2020-03-03,model,221
2020-03-04,speech,904
2020-03-04,results,477
2020-03-04,study,392
2020-03-04,using,389
2020-03-04,used,307
2020-03-04,data,275
2020-03-04,also,261
2020-03-04,language,255
2020-03-04,paper,244
2020-03-04,different,243
2020-03-04,based,241
2020-03-04,performance,241
2020-03-04,however,239
2020-03-04,recognition,230
2020-03-04,model,223
2020-03-05,speech,909
2020-03-05,results,478
2020-03-05,study,397
2020-03-05,using,393
2020-03-05,used,307
2020-03-05,data,277
2020-03-05,also,262
2020-03-05,language,255
2020-03-05,paper,244
2020-03-05,different,244
2020-03-05,based,244
2020-03-05,performance,242
2020-03-05,however,241
2020-03-05,recognition,231
2020-03-05,model,224
2020-03-06,speech,928
2020-03-06,results,491
2020-03-06,study,404
2020-03-06,using,399
2020-03-06,used,310
2020-03-06,data,285
2020-03-06,also,268
2020-03-06,language,258
2020-03-06,performance,250
2020-03-06,paper,249
2020-03-06,different,248
2020-03-06,based,247
2020-03-06,however,244
2020-03-06,recognition,236
2020-03-06,model,226
2020-03-07,speech,931
2020-03-07,results,493
2020-03-07,study,405
2020-03-07,using,400
2020-03-07,used,310
2020-03-07,data,285
2020-03-07,also,268
2020-03-07,language,259
2020-03-07,performance,252
2020-03-07,paper,249
2020-03-07,different,249
2020-03-07,based,247
2020-03-07,however,244
2020-03-07,recognition,237
2020-03-07,model,227
2020-03-08,speech,933
2020-03-08,results,493
2020-03-08,study,405
2020-03-08,using,402
2020-03-08,used,310
2020-03-08,data,287
2020-03-08,also,268
2020-03-08,language,261
2020-03-08,performance,252
2020-03-08,different,251
2020-03-08,paper,249
2020-03-08,based,247
2020-03-08,however,244
2020-03-08,recognition,239
2020-03-08,model,229
2020-03-09,speech,950
2020-03-09,results,499
2020-03-09,study,408
2020-03-09,using,407
2020-03-09,used,312
2020-03-09,data,292
2020-03-09,also,271
2020-03-09,language,264
2020-03-09,performance,262
2020-03-09,paper,255
2020-03-09,different,254
2020-03-09,however,253
2020-03-09,based,252
2020-03-09,recognition,242
2020-03-09,model,234
2020-03-10,speech,956
2020-03-10,results,504
2020-03-10,study,412
2020-03-10,using,408
2020-03-10,used,314
2020-03-10,data,294
2020-03-10,also,271
2020-03-10,language,266
2020-03-10,performance,262
2020-03-10,different,256
2020-03-10,paper,255
2020-03-10,however,254
2020-03-10,based,253
2020-03-10,recognition,243
2020-03-10,model,234
2020-03-11,speech,970
2020-03-11,results,514
2020-03-11,study,419
2020-03-11,using,413
2020-03-11,used,316
2020-03-11,data,300
2020-03-11,also,275
2020-03-11,language,270
2020-03-11,performance,263
2020-03-11,different,260
2020-03-11,paper,257
2020-03-11,however,257
2020-03-11,based,256
2020-03-11,recognition,247
2020-03-11,model,234
2020-03-12,speech,980
2020-03-12,results,517
2020-03-12,study,424
2020-03-12,using,420
2020-03-12,used,321
2020-03-12,data,303
2020-03-12,also,277
2020-03-12,language,273
2020-03-12,performance,265
2020-03-12,different,263
2020-03-12,paper,260
2020-03-12,however,258
2020-03-12,based,258
2020-03-12,recognition,249
2020-03-12,model,238
2020-03-13,speech,990
2020-03-13,results,522
2020-03-13,study,428
2020-03-13,using,423
2020-03-13,used,324
2020-03-13,data,306
2020-03-13,also,282
2020-03-13,language,273
2020-03-13,performance,269
2020-03-13,different,266
2020-03-13,paper,262
2020-03-13,however,261
2020-03-13,based,261
2020-03-13,recognition,252
2020-03-13,model,243
2020-03-14,speech,997
2020-03-14,results,527
2020-03-14,study,434
2020-03-14,using,425
2020-03-14,used,325
2020-03-14,data,306
2020-03-14,also,284
2020-03-14,language,275
2020-03-14,performance,269
2020-03-14,different,269
2020-03-14,however,263
2020-03-14,paper,262
2020-03-14,based,262
2020-03-14,recognition,253
2020-03-14,model,245
2020-03-15,speech,1001
2020-03-15,results,528
2020-03-15,study,436
2020-03-15,using,427
2020-03-15,used,327
2020-03-15,data,309
2020-03-15,also,287
2020-03-15,language,278
2020-03-15,different,271
2020-03-15,performance,269
2020-03-15,paper,264
2020-03-15,however,263
2020-03-15,based,262
2020-03-15,recognition,254
2020-03-15,model,246
2020-03-16,speech,1012
2020-03-16,results,532
2020-03-16,study,441
2020-03-16,using,431
2020-03-16,used,332
2020-03-16,data,311
2020-03-16,also,288
2020-03-16,language,287
2020-03-16,performance,274
2020-03-16,different,273
2020-03-16,paper,268
2020-03-16,based,265
2020-03-16,however,264
2020-03-16,recognition,257
2020-03-16,model,250
2020-03-17,speech,1030
2020-03-17,results,546
2020-03-17,study,449
2020-03-17,using,438
2020-03-17,used,336
2020-03-17,data,320
2020-03-17,also,294
2020-03-17,language,291
2020-03-17,performance,280
2020-03-17,different,276
2020-03-17,paper,276
2020-03-17,based,273
2020-03-17,however,271
2020-03-17,recognition,265
2020-03-17,model,255
2020-03-18,speech,1044
2020-03-18,results,554
2020-03-18,study,457
2020-03-18,using,442
2020-03-18,used,338
2020-03-18,data,324
2020-03-18,language,300
2020-03-18,also,295
2020-03-18,performance,285
2020-03-18,different,279
2020-03-18,paper,279
2020-03-18,based,276
2020-03-18,however,275
2020-03-18,recognition,270
2020-03-18,model,256
2020-03-19,speech,1056
2020-03-19,results,564
2020-03-19,study,464
2020-03-19,using,446
2020-03-19,used,344
2020-03-19,data,327
2020-03-19,language,305
2020-03-19,also,298
2020-03-19,performance,288
2020-03-19,paper,285
2020-03-19,different,280
2020-03-19,based,280
2020-03-19,however,276
2020-03-19,recognition,274
2020-03-19,model,259
2020-03-20,speech,1067
2020-03-20,results,569
2020-03-20,study,467
2020-03-20,using,451
2020-03-20,used,346
2020-03-20,data,329
2020-03-20,language,309
2020-03-20,also,302
2020-03-20,performance,290
2020-03-20,paper,289
2020-03-20,different,282
2020-03-20,based,281
2020-03-20,however,278
2020-03-20,recognition,277
2020-03-20,model,261
2020-03-21,speech,1070
2020-03-21,results,569
2020-03-21,study,467
2020-03-21,using,453
2020-03-21,used,347
2020-03-21,data,329
2020-03-21,language,310
2020-03-21,also,303
2020-03-21,performance,290
2020-03-21,paper,290
2020-03-21,different,282
2020-03-21,based,281
2020-03-21,however,279
2020-03-21,recognition,278
2020-03-21,model,261
2020-03-22,speech,1075
2020-03-22,results,572
2020-03-22,study,467
2020-03-22,using,454
2020-03-22,used,349
2020-03-22,data,330
2020-03-22,language,310
2020-03-22,also,304
2020-03-22,performance,293
2020-03-22,paper,292
2020-03-22,different,283
